type,NumberOfGenerations,size,function,time_ms
cuda_v1,100,1124, Avg. per Kernel, 2.18909
cuda_v1,100,1124, Copy Memory D->H, 0.503648
cuda_v0,100,1500, Alloc Vectors, 0.172032
cuda_v0,100,1500, Copy Memory H->D, 0.954912
cuda_v0,100,1500, Avg. per Kernel, 3.23147
cuda_v0,100,1500, Copy Memory D->H, 0.832704
cuda_v0,100,1500, Alloc Vectors, 0.250848
cuda_v0,100,1500, Copy Memory H->D, 1.54038
cuda_v0,100,1500, Avg. per Kernel, 2.4827
cuda_v0,100,1500, Copy Memory D->H, 0.88752
cuda_v1,100,1500, Alloc Vectors, 0.183936
cuda_v1,100,1500, Copy Memory H->D, 0.972416
cuda_v1,100,1500, Avg. per Kernel, 4.4257
cuda_v1,100,1500, Copy Memory D->H, 0.805856
cuda_v1,100,1500, Alloc Vectors, 0.22384
cuda_v1,100,1500, Copy Memory H->D, 0.980832
cuda_v1,100,1500, Avg. per Kernel, 3.73856
cuda_v1,100,1500, Copy Memory D->H, 0.897696
cuda_v2,100,1500, Alloc Vectors, 0.159136
cuda_v2,100,1500, Copy Memory H->D, 0.990464
cuda_v2,100,1500, Avg. per Kernel, 2.99006
cuda_v2,100,1500, Copy Memory D->H, 0.785664
cuda_v2,100,1500, Alloc Vectors, 0.32336
cuda_v2,100,1500, Copy Memory H->D, 1.33347
cuda_v2,100,1500, Avg. per Kernel, 2.25269
cuda_v2,100,1500, Copy Memory D->H, 0.788576
cuda_v0,100,1700, Alloc Vectors, 0.207136
cuda_v0,100,1700, Copy Memory H->D, 1.17491
cuda_v0,100,1700, Avg. per Kernel, 3.91782
cuda_v0,100,1700, Copy Memory D->H, 1.03219
cuda_v0,100,1700, Alloc Vectors, 0.340128
cuda_v0,100,1700, Copy Memory H->D, 1.63251
cuda_v0,100,1700, Avg. per Kernel, 3.24803
cuda_v0,100,1700, Copy Memory D->H, 1.01098
cuda_v1,100,1700, Alloc Vectors, 0.172032
cuda_v1,100,1700, Copy Memory H->D, 1.1535
cuda_v1,100,1700, Avg. per Kernel, 5.47332
cuda_v1,100,1700, Copy Memory D->H, 0.99856
cuda_v1,100,1700, Alloc Vectors, 0.236352
cuda_v1,100,1700, Copy Memory H->D, 1.27072
cuda_v1,100,1700, Avg. per Kernel, 4.92594
cuda_v1,100,1700, Copy Memory D->H, 1.06896
cuda_v2,100,1700, Alloc Vectors, 0.140608
cuda_v2,100,1700, Copy Memory H->D, 1.18989
cuda_v2,100,1700, Avg. per Kernel, 0.0118989
cuda_v2,100,1700, Copy Memory D->H, 1.18989
cuda_v2,100,1700, Alloc Vectors, 0.257152
cuda_v2,100,1700, Copy Memory H->D, 1.77546
cuda_v2,100,1700, Avg. per Kernel, 0.0177546
cuda_v2,100,1700, Copy Memory D->H, 1.77546
cuda_v0,100,1900, Alloc Vectors, 0.208896
cuda_v0,100,1900, Copy Memory H->D, 1.54829
cuda_v0,100,1900, Avg. per Kernel, 4.6096
cuda_v0,100,1900, Copy Memory D->H, 1.19981
cuda_v0,100,1900, Alloc Vectors, 0.240064
cuda_v0,100,1900, Copy Memory H->D, 1.43056
cuda_v0,100,1900, Avg. per Kernel, 3.99848
cuda_v0,100,1900, Copy Memory D->H, 1.1865
cuda_v1,100,1900, Alloc Vectors, 0.157696
cuda_v1,100,1900, Copy Memory H->D, 1.40554
cuda_v1,100,1900, Avg. per Kernel, 6.81867
cuda_v1,100,1900, Copy Memory D->H, 1.17734
cuda_v1,100,1900, Alloc Vectors, 0.249088
cuda_v1,100,1900, Copy Memory H->D, 1.40595
cuda_v1,100,1900, Avg. per Kernel, 6.0832
cuda_v1,100,1900, Copy Memory D->H, 1.2071
cuda_v2,100,1900, Alloc Vectors, 0.15824
cuda_v2,100,1900, Copy Memory H->D, 1.40163
cuda_v2,100,1900, Avg. per Kernel, 0.0140163
cuda_v2,100,1900, Copy Memory D->H, 1.40163
cuda_v2,100,1900, Alloc Vectors, 0.238592
cuda_v2,100,1900, Copy Memory H->D, 1.50061
cuda_v2,100,1900, Avg. per Kernel, 0.0150061
cuda_v2,100,1900, Copy Memory D->H, 1.50061
cuda_v0,100,2100, Alloc Vectors, 0.288672
cuda_v0,100,2100, Copy Memory H->D, 1.77296
cuda_v0,100,2100, Avg. per Kernel, 5.71992
cuda_v0,100,2100, Copy Memory D->H, 1.50035
cuda_v0,100,2100, Alloc Vectors, 0.483616
cuda_v0,100,2100, Copy Memory H->D, 2.32602
cuda_v0,100,2100, Avg. per Kernel, 4.85699
cuda_v0,100,2100, Copy Memory D->H, 1.50746
cuda_v1,100,2100, Alloc Vectors, 0.178176
cuda_v1,100,2100, Copy Memory H->D, 1.73654
cuda_v1,100,2100, Avg. per Kernel, 8.12987
cuda_v1,100,2100, Copy Memory D->H, 1.44538
cuda_v1,100,2100, Alloc Vectors, 0.3072
cuda_v1,100,2100, Copy Memory H->D, 1.96509
cuda_v1,100,2100, Avg. per Kernel, 7.34717
cuda_v1,100,2100, Copy Memory D->H, 1.43997
cuda_v2,100,2100, Alloc Vectors, 0.279648
cuda_v2,100,2100, Copy Memory H->D, 2.03453
cuda_v2,100,2100, Avg. per Kernel, 0.0203453
cuda_v2,100,2100, Copy Memory D->H, 2.03453
cuda_v2,100,2100, Alloc Vectors, 0.297344
cuda_v2,100,2100, Copy Memory H->D, 2.2031
cuda_v2,100,2100, Avg. per Kernel, 0.022031
cuda_v2,100,2100, Copy Memory D->H, 2.2031
cuda_v0,100,2300, Alloc Vectors, 0.243808
cuda_v0,100,2300, Copy Memory H->D, 2.05808
cuda_v0,100,2300, Avg. per Kernel, 6.39582
cuda_v0,100,2300, Copy Memory D->H, 1.80765
cuda_v0,100,2300, Alloc Vectors, 0.266624
cuda_v0,100,2300, Copy Memory H->D, 1.9904
cuda_v0,100,2300, Avg. per Kernel, 5.74242
cuda_v0,100,2300, Copy Memory D->H, 1.75498
cuda_v1,100,2300, Alloc Vectors, 0.194048
cuda_v1,100,2300, Copy Memory H->D, 1.9505
cuda_v1,100,2300, Avg. per Kernel, 9.10213
cuda_v1,100,2300, Copy Memory D->H, 1.77222
cuda_v1,100,2300, Alloc Vectors, 0.321664
cuda_v1,100,2300, Copy Memory H->D, 2.10886
cuda_v1,100,2300, Avg. per Kernel, 8.75004
cuda_v1,100,2300, Copy Memory D->H, 1.72557
cuda_v2,100,2300, Alloc Vectors, 0.248032
cuda_v2,100,2300, Copy Memory H->D, 1.98701
cuda_v2,100,2300, Avg. per Kernel, 0.0198701
cuda_v2,100,2300, Copy Memory D->H, 1.98701
cuda_v2,100,2300, Alloc Vectors, 0.281824
cuda_v2,100,2300, Copy Memory H->D, 1.95293
cuda_v2,100,2300, Avg. per Kernel, 0.0195293
cuda_v2,100,2300, Copy Memory D->H, 1.95293
cuda_v0,100,2500, Alloc Vectors, 0.270336
cuda_v0,100,2500, Copy Memory H->D, 2.33171
cuda_v0,100,2500, Avg. per Kernel, 7.64414
cuda_v0,100,2500, Copy Memory D->H, 2.09274
cuda_v0,100,2500, Alloc Vectors, 0.273824
cuda_v0,100,2500, Copy Memory H->D, 2.85082
cuda_v0,100,2500, Avg. per Kernel, 6.75992
cuda_v0,100,2500, Copy Memory D->H, 2.04323
cuda_v1,100,2500, Alloc Vectors, 0.224608
cuda_v1,100,2500, Copy Memory H->D, 2.2719
cuda_v1,100,2500, Avg. per Kernel, 11.101
cuda_v1,100,2500, Copy Memory D->H, 2.2201
cuda_v1,100,2500, Alloc Vectors, 0.350848
cuda_v1,100,2500, Copy Memory H->D, 2.47251
cuda_v1,100,2500, Avg. per Kernel, 10.4311
cuda_v1,100,2500, Copy Memory D->H, 2.0208
cuda_v2,100,2500, Alloc Vectors, 0.185216
cuda_v2,100,2500, Copy Memory H->D, 2.27952
cuda_v2,100,2500, Avg. per Kernel, 0.0227952
cuda_v2,100,2500, Copy Memory D->H, 2.27952
cuda_v2,100,2500, Alloc Vectors, 0.27344
cuda_v2,100,2500, Copy Memory H->D, 2.56083
cuda_v2,100,2500, Avg. per Kernel, 0.0256083
cuda_v2,100,2500, Copy Memory D->H, 2.56083
cuda_v0,100,2700, Alloc Vectors, 0.253952
cuda_v0,100,2700, Copy Memory H->D, 2.84317
cuda_v0,100,2700, Avg. per Kernel, 8.47254
cuda_v0,100,2700, Copy Memory D->H, 2.40816
cuda_v0,100,2700, Alloc Vectors, 0.458016
cuda_v0,100,2700, Copy Memory H->D, 2.99635
cuda_v0,100,2700, Avg. per Kernel, 7.92492
cuda_v0,100,2700, Copy Memory D->H, 2.39632
cuda_v1,100,2700, Alloc Vectors, 0.262528
cuda_v1,100,2700, Copy Memory H->D, 2.7311
cuda_v1,100,2700, Avg. per Kernel, 13.0265
cuda_v1,100,2700, Copy Memory D->H, 2.36173
cuda_v1,100,2700, Alloc Vectors, 0.307296
cuda_v1,100,2700, Copy Memory H->D, 3.17517
cuda_v1,100,2700, Avg. per Kernel, 12.1399
cuda_v1,100,2700, Copy Memory D->H, 2.4063
cuda_v2,100,2700, Alloc Vectors, 0.25616
cuda_v2,100,2700, Copy Memory H->D, 2.67123
cuda_v2,100,2700, Avg. per Kernel, 0.0267123
cuda_v2,100,2700, Copy Memory D->H, 2.67123
cuda_v2,100,2700, Alloc Vectors, 0.26416
cuda_v2,100,2700, Copy Memory H->D, 2.71286
cuda_v2,100,2700, Avg. per Kernel, 0.0271286
cuda_v2,100,2700, Copy Memory D->H, 2.71286
cuda_v0,100,2900, Alloc Vectors, 0.248576
cuda_v0,100,2900, Copy Memory H->D, 3.01622
cuda_v0,100,2900, Avg. per Kernel, 9.38088
cuda_v0,100,2900, Copy Memory D->H, 2.74413
cuda_v0,100,2900, Alloc Vectors, 0.49952
cuda_v0,100,2900, Copy Memory H->D, 3.9985
cuda_v0,100,2900, Avg. per Kernel, 8.95002
cuda_v0,100,2900, Copy Memory D->H, 2.68378
cuda_v1,100,2900, Alloc Vectors, 0.249792
cuda_v1,100,2900, Copy Memory H->D, 3.03469
cuda_v1,100,2900, Avg. per Kernel, 14.9453
cuda_v1,100,2900, Copy Memory D->H, 2.73392
cuda_v1,100,2900, Alloc Vectors, 0.444224
cuda_v1,100,2900, Copy Memory H->D, 4.08925
cuda_v1,100,2900, Avg. per Kernel, 13.9006
cuda_v1,100,2900, Copy Memory D->H, 3.41206
cuda_v2,100,2900, Alloc Vectors, 0.23552
cuda_v2,100,2900, Copy Memory H->D, 3.08154
cuda_v2,100,2900, Avg. per Kernel, 0.0308154
cuda_v2,100,2900, Copy Memory D->H, 3.08154
cuda_v2,100,2900, Alloc Vectors, 0.242048
cuda_v2,100,2900, Copy Memory H->D, 2.99434
cuda_v2,100,2900, Avg. per Kernel, 0.0299434
cuda_v2,100,2900, Copy Memory D->H, 2.99434
cuda_v0,100,3100, Alloc Vectors, 0.249184
cuda_v0,100,3100, Copy Memory H->D, 3.41008
cuda_v0,100,3100, Avg. per Kernel, 10.8154
cuda_v0,100,3100, Copy Memory D->H, 3.13638
cuda_v0,100,3100, Alloc Vectors, 0.27488
cuda_v0,100,3100, Copy Memory H->D, 3.47091
cuda_v0,100,3100, Avg. per Kernel, 10.0621
cuda_v0,100,3100, Copy Memory D->H, 3.6056
cuda_v1,100,3100, Alloc Vectors, 0.255168
cuda_v1,100,3100, Copy Memory H->D, 3.44784
cuda_v1,100,3100, Avg. per Kernel, 16.3857
cuda_v1,100,3100, Copy Memory D->H, 3.12045
cuda_v1,100,3100, Alloc Vectors, 0.373344
cuda_v1,100,3100, Copy Memory H->D, 3.53994
cuda_v1,100,3100, Avg. per Kernel, 15.8385
cuda_v1,100,3100, Copy Memory D->H, 3.09728
cuda_v2,100,3100, Alloc Vectors, 0.270336
cuda_v2,100,3100, Copy Memory H->D, 3.45238
cuda_v2,100,3100, Avg. per Kernel, 0.0345238
cuda_v2,100,3100, Copy Memory D->H, 3.45238
cuda_v2,100,3100, Alloc Vectors, 0.30432
cuda_v2,100,3100, Copy Memory H->D, 3.51123
cuda_v2,100,3100, Avg. per Kernel, 0.0351123
cuda_v2,100,3100, Copy Memory D->H, 3.51123
cuda_v0,100,3300, Alloc Vectors, 0.31376
cuda_v0,100,3300, Copy Memory H->D, 4.08541
cuda_v0,100,3300, Avg. per Kernel, 11.9745
cuda_v0,100,3300, Copy Memory D->H, 3.49581
cuda_v0,100,3300, Alloc Vectors, 0.208864
cuda_v0,100,3300, Copy Memory H->D, 3.90112
cuda_v0,100,3300, Avg. per Kernel, 11.4771
cuda_v0,100,3300, Copy Memory D->H, 3.39024
cuda_v1,100,3300, Alloc Vectors, 0.227136
cuda_v1,100,3300, Copy Memory H->D, 3.78198
cuda_v1,100,3300, Avg. per Kernel, 18.8857
cuda_v1,100,3300, Copy Memory D->H, 3.59344
cuda_v1,100,3300, Alloc Vectors, 0.25744
cuda_v1,100,3300, Copy Memory H->D, 3.8255
cuda_v1,100,3300, Avg. per Kernel, 18.175
cuda_v1,100,3300, Copy Memory D->H, 3.44432
cuda_v2,100,3300, Alloc Vectors, 0.25072
cuda_v2,100,3300, Copy Memory H->D, 3.8305
cuda_v2,100,3300, Avg. per Kernel, 0.038305
cuda_v2,100,3300, Copy Memory D->H, 3.8305
cuda_v2,100,3300, Alloc Vectors, 0.291616
cuda_v2,100,3300, Copy Memory H->D, 4.32387
cuda_v2,100,3300, Avg. per Kernel, 0.0432387
cuda_v2,100,3300, Copy Memory D->H, 4.32387
cuda_v0,100,3500, Alloc Vectors, 0.24576
cuda_v0,100,3500, Copy Memory H->D, 4.32182
cuda_v0,100,3500, Avg. per Kernel, 13.4516
cuda_v0,100,3500, Copy Memory D->H, 3.88202
cuda_v0,100,3500, Alloc Vectors, 0.2632
cuda_v0,100,3500, Copy Memory H->D, 4.30147
cuda_v0,100,3500, Avg. per Kernel, 12.8268
cuda_v0,100,3500, Copy Memory D->H, 3.81014
cuda_v1,100,3500, Alloc Vectors, 0.272288
cuda_v1,100,3500, Copy Memory H->D, 4.47155
cuda_v1,100,3500, Avg. per Kernel, 21.3264
cuda_v1,100,3500, Copy Memory D->H, 3.94058
cuda_v1,100,3500, Alloc Vectors, 0.304032
cuda_v1,100,3500, Copy Memory H->D, 4.42406
cuda_v1,100,3500, Avg. per Kernel, 20.3796
cuda_v1,100,3500, Copy Memory D->H, 3.78522
cuda_v2,100,3500, Alloc Vectors, 0.323936
cuda_v2,100,3500, Copy Memory H->D, 4.8376
cuda_v2,100,3500, Avg. per Kernel, 0.048376
cuda_v2,100,3500, Copy Memory D->H, 4.8376
cuda_v2,100,3500, Alloc Vectors, 0.276448
cuda_v2,100,3500, Copy Memory H->D, 4.32822
cuda_v2,100,3500, Avg. per Kernel, 0.0432822
cuda_v2,100,3500, Copy Memory D->H, 4.32822
cuda_v0,100,3700, Alloc Vectors, 0.32208
cuda_v0,100,3700, Copy Memory H->D, 5.29501
cuda_v0,100,3700, Avg. per Kernel, 15.0182
cuda_v0,100,3700, Copy Memory D->H, 4.34499
cuda_v0,100,3700, Alloc Vectors, 0.356352
cuda_v0,100,3700, Copy Memory H->D, 4.91776
cuda_v0,100,3700, Avg. per Kernel, 14.2559
cuda_v0,100,3700, Copy Memory D->H, 4.27914
cuda_v1,100,3700, Alloc Vectors, 0.237568
cuda_v1,100,3700, Copy Memory H->D, 5.12643
cuda_v1,100,3700, Avg. per Kernel, 23.5355
cuda_v1,100,3700, Copy Memory D->H, 4.33744
cuda_v1,100,3700, Alloc Vectors, 0.265152
cuda_v1,100,3700, Copy Memory H->D, 4.80768
cuda_v1,100,3700, Avg. per Kernel, 22.6709
cuda_v1,100,3700, Copy Memory D->H, 4.25757
cuda_v2,100,3700, Alloc Vectors, 0.244512
cuda_v2,100,3700, Copy Memory H->D, 4.79664
cuda_v2,100,3700, Avg. per Kernel, 0.0479664
cuda_v2,100,3700, Copy Memory D->H, 4.79664
cuda_v2,100,3700, Alloc Vectors, 0.306976
cuda_v2,100,3700, Copy Memory H->D, 5.38573
cuda_v2,100,3700, Avg. per Kernel, 0.0538573
cuda_v2,100,3700, Copy Memory D->H, 5.38573
cuda_v0,100,3900, Alloc Vectors, 0.271104
cuda_v0,100,3900, Copy Memory H->D, 5.72243
cuda_v0,100,3900, Avg. per Kernel, 16.3928
cuda_v0,100,3900, Copy Memory D->H, 5.59242
cuda_v0,100,3900, Alloc Vectors, 0.283808
cuda_v0,100,3900, Copy Memory H->D, 5.35245
cuda_v0,100,3900, Avg. per Kernel, 15.7048
cuda_v0,100,3900, Copy Memory D->H, 4.73549
cuda_v1,100,3900, Alloc Vectors, 0.243488
cuda_v1,100,3900, Copy Memory H->D, 5.27322
cuda_v1,100,3900, Avg. per Kernel, 25.6517
cuda_v1,100,3900, Copy Memory D->H, 4.87978
cuda_v1,100,3900, Alloc Vectors, 0.279936
cuda_v1,100,3900, Copy Memory H->D, 5.31222
cuda_v1,100,3900, Avg. per Kernel, 25.1097
cuda_v1,100,3900, Copy Memory D->H, 4.6753
cuda_v2,100,3900, Alloc Vectors, 0.237728
cuda_v2,100,3900, Copy Memory H->D, 6.84637
cuda_v2,100,3900, Avg. per Kernel, 0.0684637
cuda_v2,100,3900, Copy Memory D->H, 6.84637
cuda_v2,100,3900, Alloc Vectors, 0.275072
cuda_v2,100,3900, Copy Memory H->D, 5.39053
cuda_v2,100,3900, Avg. per Kernel, 2.55207
cuda_v2,100,3900, Copy Memory D->H, 4.60304
